Model,Decision Threshold,Accuracy,Minority Precision,Minority Recall,Minority F1-Score,ROC-AUC,PR-AUC,False Positive Rate,False Negative Rate
Random Forest,0.5,0.8535,0.39819004524886875,0.3548387096774194,0.3752665245202559,0.7009477647665341,0.42437502789085124,0.07591324200913242,0.6451612903225806
