mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.1647217750549315,0.3138540559278021,0.07842636108398438,0.014425819032608348,0.8423839899124046,0.4631504392566745,0.07031868485129121,6,7,300,0.031130959561221232,0.458982418149565,0.6254233401144095,"{'colsample_bytree': np.float64(0.8423839899124046), 'gamma': np.float64(0.4631504392566745), 'learning_rate': np.float64(0.07031868485129121), 'max_depth': 6, 'min_child_weight': 7, 'n_estimators': 300, 'reg_alpha': np.float64(0.031130959561221232), 'reg_lambda': np.float64(0.458982418149565), 'subsample': np.float64(0.6254233401144095)}",0.328,0.3360655737704918,0.3888888888888889,0.29959514170040485,0.373015873015873,0.3451130954751317,0.032067069978615505,9
2.0493923664093017,0.1845442523530657,0.05046291351318359,0.012681781198567521,0.7243929286862649,0.16259166101337352,0.08896916672592671,10,6,134,0.007742116473996248,0.17345566642360938,0.885297914889198,"{'colsample_bytree': np.float64(0.7243929286862649), 'gamma': np.float64(0.16259166101337352), 'learning_rate': np.float64(0.08896916672592671), 'max_depth': 10, 'min_child_weight': 6, 'n_estimators': 134, 'reg_alpha': np.float64(0.007742116473996248), 'reg_lambda': np.float64(0.17345566642360938), 'subsample': np.float64(0.885297914889198)}",0.3157894736842105,0.34024896265560167,0.3724696356275304,0.3157894736842105,0.3745019920318725,0.3437599075366851,0.025870219635360004,14
6.007215881347657,0.3710296230285012,0.08308982849121094,0.0132133863030773,0.9043140194467589,0.2806385987847481,0.10070509112900147,9,3,492,0.06960678239135189,0.16664091501238187,0.7757346007463081,"{'colsample_bytree': np.float64(0.9043140194467589), 'gamma': np.float64(0.2806385987847481), 'learning_rate': np.float64(0.10070509112900147), 'max_depth': 9, 'min_child_weight': 3, 'n_estimators': 492, 'reg_alpha': np.float64(0.06960678239135189), 'reg_lambda': np.float64(0.16664091501238187), 'subsample': np.float64(0.7757346007463081)}",0.32941176470588235,0.3387096774193548,0.3816793893129771,0.3058823529411765,0.375,0.34613663687587815,0.02846636412542685,4
3.7218708038330077,0.4921184552867887,0.06793608665466308,0.007740458501172968,0.6806876809341584,0.4478817978367597,0.04154042346171991,7,4,321,0.0003608492588402669,1.617464503634303,0.8159364365206693,"{'colsample_bytree': np.float64(0.6806876809341584), 'gamma': np.float64(0.4478817978367597), 'learning_rate': np.float64(0.04154042346171991), 'max_depth': 7, 'min_child_weight': 4, 'n_estimators': 321, 'reg_alpha': np.float64(0.0003608492588402669), 'reg_lambda': np.float64(1.617464503634303), 'subsample': np.float64(0.8159364365206693)}",0.33064516129032256,0.33472803347280333,0.37751004016064255,0.30327868852459017,0.373015873015873,0.3438355592928463,0.0278828074742505,13
3.3151708126068113,0.18754911727720802,0.05993609428405762,0.007484974704748768,0.6812244898939077,0.4714267852789905,0.06013702440116319,5,6,383,0.5233480488540082,4.132765459466365,0.8533615026041694,"{'colsample_bytree': np.float64(0.6812244898939077), 'gamma': np.float64(0.4714267852789905), 'learning_rate': np.float64(0.06013702440116319), 'max_depth': 5, 'min_child_weight': 6, 'n_estimators': 383, 'reg_alpha': np.float64(0.5233480488540082), 'reg_lambda': np.float64(4.132765459466365), 'subsample': np.float64(0.8533615026041694)}",0.33064516129032256,0.33195020746887965,0.392,0.3076923076923077,0.3790322580645161,0.34826398690320526,0.03188149595379718,3
5.309223175048828,0.5654640593535923,0.14812989234924318,0.07919971197219143,0.9485842360750871,0.40183603844955723,0.01748772208717285,8,6,430,0.0019832619693868135,0.17545910486566182,0.7425191352307899,"{'colsample_bytree': np.float64(0.9485842360750871), 'gamma': np.float64(0.40183603844955723), 'learning_rate': np.float64(0.01748772208717285), 'max_depth': 8, 'min_child_weight': 6, 'n_estimators': 430, 'reg_alpha': np.float64(0.0019832619693868135), 'reg_lambda': np.float64(0.17545910486566182), 'subsample': np.float64(0.7425191352307899)}",0.3292181069958848,0.33613445378151263,0.3805668016194332,0.30578512396694213,0.3724696356275304,0.3448348243982606,0.027874412649890667,11
2.7511148929595945,0.3804718785727152,0.10033893585205078,0.04776270363083228,0.9627313766183017,0.13606612469231766,0.06960882048116401,3,4,332,0.0016562467254117358,0.21345764135358555,0.8136357677501768,"{'colsample_bytree': np.float64(0.9627313766183017), 'gamma': np.float64(0.13606612469231766), 'learning_rate': np.float64(0.06960882048116401), 'max_depth': 3, 'min_child_weight': 4, 'n_estimators': 332, 'reg_alpha': np.float64(0.0016562467254117358), 'reg_lambda': np.float64(0.21345764135358555), 'subsample': np.float64(0.8136357677501768)}",0.31275720164609055,0.3277310924369748,0.3790322580645161,0.2928870292887029,0.3805668016194332,0.3385948766111435,0.03541649013875101,22
6.5123718738555905,0.8119329389093884,0.08965435028076171,0.011243802841470809,0.7939319885435933,0.34621801644513517,0.022413698592405107,10,7,414,0.0019625093208439867,1.090388452320111,0.881207583558071,"{'colsample_bytree': np.float64(0.7939319885435933), 'gamma': np.float64(0.34621801644513517), 'learning_rate': np.float64(0.022413698592405107), 'max_depth': 10, 'min_child_weight': 7, 'n_estimators': 414, 'reg_alpha': np.float64(0.0019625093208439867), 'reg_lambda': np.float64(1.090388452320111), 'subsample': np.float64(0.881207583558071)}",0.34285714285714286,0.33472803347280333,0.3724696356275304,0.30327868852459017,0.3724696356275304,0.3451606272219194,0.025922213338352002,8
3.556968593597412,0.6232573144828971,0.05587186813354492,0.005863597489377266,0.7454518409517176,0.48589104136048034,0.17871985357940612,8,7,485,0.07064515131755321,0.197776123332861,0.9990961940195767,"{'colsample_bytree': np.float64(0.7454518409517176), 'gamma': np.float64(0.48589104136048034), 'learning_rate': np.float64(0.17871985357940612), 'max_depth': 8, 'min_child_weight': 7, 'n_estimators': 485, 'reg_alpha': np.float64(0.07064515131755321), 'reg_lambda': np.float64(0.197776123332861), 'subsample': np.float64(0.9990961940195767)}",0.3319838056680162,0.319672131147541,0.3828125,0.3020408163265306,0.38095238095238093,0.34349232681889375,0.032764026546431055,15
4.424551343917846,0.4631493330175025,0.07768268585205078,0.018453428751516614,0.706712405710114,0.48830747791632645,0.03425874770068862,9,5,323,0.4295992790539123,0.30138649046798016,0.6579579488364892,"{'colsample_bytree': np.float64(0.706712405710114), 'gamma': np.float64(0.48830747791632645), 'learning_rate': np.float64(0.03425874770068862), 'max_depth': 9, 'min_child_weight': 5, 'n_estimators': 323, 'reg_alpha': np.float64(0.4295992790539123), 'reg_lambda': np.float64(0.30138649046798016), 'subsample': np.float64(0.6579579488364892)}",0.33064516129032256,0.3277310924369748,0.36947791164658633,0.2975206611570248,0.36585365853658536,0.33824569701349877,0.026700203626708562,23
