Model,Accuracy,Minority Precision,Minority Recall,Minority F1-Score,ROC-AUC,PR-AUC,False Positive Rate,False Negative Rate,Training Time (seconds)
Random Forest,0.8535,0.39819004524886875,0.3548387096774194,0.3752665245202559,0.7009477647665341,0.42437502789085124,0.07591324200913242,0.6451612903225806,0.6655130386352539
